period,date,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
Second Lockdown,2020-11-09,-42,-10,7,-36,-25,12
Second Lockdown,2020-11-09,-42,-15,3,-24,-23,12
Second Lockdown,2020-11-09,-40,-9,6,-35,-29,14
Second Lockdown,2020-11-09,-55,-22,-38,-37,-30,15
Second Lockdown,2020-11-09,-38,-9,10,-37,-22,11
Second Lockdown,2020-11-09,-49,-11,-20,-41,-30,13
Second Lockdown,2020-11-09,-50,-11,-6,-41,-29,13
Second Lockdown,2020-11-09,-45,-5,13,-38,-38,15
Second Lockdown,2020-11-09,-37,-8,23,3,-16,9
Second Lockdown,2020-11-09,-46,-6,-10,-43,-41,18
Second Lockdown,2020-11-09,-46,-19,12,-26,-28,13
Second Lockdown,2020-11-09,-46,-14,-6,-29,-27,12
Second Lockdown,2020-11-09,-50,-9,-12,-52,-34,16
Second Lockdown,2020-11-09,-41,-8,-2,-40,-27,12
Second Lockdown,2020-11-09,-53,-15,-24,-38,-31,13
Second Lockdown,2020-11-09,-35,-5,12,-24,-19,11
Second Lockdown,2020-11-09,-38,-9,3,-21,-24,12
Second Lockdown,2020-11-09,-44,-5,15,26,-25,9
Second Lockdown,2020-11-09,-45,-11,-12,-41,-28,12
Second Lockdown,2020-11-09,-44,-12,17,-38,-26,12
Second Lockdown,2020-11-09,-46,-11,-7,-36,-26,13
Second Lockdown,2020-11-09,-43,-14,-3,-54,-27,11
Second Lockdown,2020-11-09,-45,-13,-6,-36,-29,13
Second Lockdown,2020-11-09,-45,-18,16,-30,-28,12
Second Lockdown,2020-11-09,-49,-20,-39,-1,-26,12
Second Lockdown,2020-11-09,-37,-11,-2,-42,-21,10
Second Lockdown,2020-11-09,-48,-15,-7,-37,-27,12
Second Lockdown,2020-11-09,-67,-32,-64,-58,-34,14
Second Lockdown,2020-11-09,-40,-4,1,-47,-18,10
Second Lockdown,2020-11-09,-48,-20,2,-14,-22,10
Second Lockdown,2020-11-09,-43,-11,-15,-44,-32,14
Second Lockdown,2020-11-09,-40,-16,8,-22,-18,9
Second Lockdown,2020-11-09,-47,-15,6,-34,-28,13
Second Lockdown,2020-11-09,-42,-16,8,-3,-25,11
Second Lockdown,2020-11-09,-44,-12,-3,-38,-27,12
Second Lockdown,2020-11-09,-41,-13,-21,-17,-25,11
Second Lockdown,2020-11-09,-55,-26,-40,-55,-28,11
Second Lockdown,2020-11-09,-49,-7,-7,-35,-27,12
Second Lockdown,2020-11-09,-45,-11,2,-16,-25,11
Second Lockdown,2020-11-09,-48,-13,-18,-41,-27,12
Second Lockdown,2020-11-09,-44,-13,17,-30,-24,10
Second Lockdown,2020-11-09,-48,-17,-7,-41,-30,13
Second Lockdown,2020-11-09,-38,-6,15,-15,-20,11
Second Lockdown,2020-11-09,-43,-12,-3,-46,-25,12
Second Lockdown,2020-11-09,-51,-16,-17,-41,-32,15
Second Lockdown,2020-11-09,-56,-12,-31,-49,-43,19
Second Lockdown,2020-11-09,-38,-10,20,-22,-24,11
Second Lockdown,2020-11-09,-41,-7,-4,-32,-25,11
Second Lockdown,2020-11-09,-46,-14,-3,-41,-25,10
Second Lockdown,2020-11-09,-46,-15,0,-31,-22,10
Second Lockdown,2020-11-09,-41,-15,7,-21,-24,9
Second Lockdown,2020-11-09,-41,-13,14,-23,-24,10
Second Lockdown,2020-11-09,-47,-14,-5,-50,-25,12
Second Lockdown,2020-11-09,-45,-15,1,-33,-21,11
Second Lockdown,2020-11-09,-48,-14,3,-32,-26,12
Second Lockdown,2020-11-09,-40,-10,-4,-53,-37,16
Second Lockdown,2020-11-09,-51,-16,-14,-40,-37,17
Second Lockdown,2020-11-09,-43,-18,9,-32,-25,11
Second Lockdown,2020-11-09,-44,-15,-4,-36,-27,13
Second Lockdown,2020-11-09,-45,-19,-14,-39,-26,11
Second Lockdown,2020-11-09,-40,-12,4,-30,-12,9
Second Lockdown,2020-11-09,-44,-13,7,-51,-28,13
Second Lockdown,2020-11-09,-47,-15,-11,-28,-27,13
Second Lockdown,2020-11-09,-41,-10,15,-23,-18,10
Second Lockdown,2020-11-09,-47,-15,-5,-46,-34,13
Second Lockdown,2020-11-09,-44,-13,-19,-42,-32,14
Second Lockdown,2020-11-09,-40,-12,-16,-25,-24,10
Second Lockdown,2020-11-09,-41,-11,-1,-43,-27,12
Second Lockdown,2020-11-09,-42,-9,-12,-24,-22,11
Second Lockdown,2020-11-09,-42,-11,2,-24,-24,11
Second Lockdown,2020-11-10,-43,3,1,-35,-29,12
Second Lockdown,2020-11-10,-36,3,8,-15,-22,11
Second Lockdown,2020-11-10,-45,0,0,-18,-27,10
Second Lockdown,2020-11-10,-45,0,-6,-36,-31,12
Second Lockdown,2020-11-10,-45,3,-43,-47,-44,20
Second Lockdown,2020-11-10,-42,8,27,-17,-23,9
Second Lockdown,2020-11-10,-51,5,-34,-42,-32,15
Second Lockdown,2020-11-10,-44,1,-1,-34,-23,8
Second Lockdown,2020-11-10,-49,1,-9,-15,-25,11
Second Lockdown,2020-11-10,-47,1,1,-26,-27,11
Second Lockdown,2020-11-10,-42,-2,10,-38,-24,9
Second Lockdown,2020-11-10,-50,0,-13,-38,-35,16
Second Lockdown,2020-11-10,-45,5,-6,-36,-31,12
Second Lockdown,2020-11-10,-46,4,16,-27,-25,9
Second Lockdown,2020-11-10,-50,-4,-19,-30,-32,13
Second Lockdown,2020-11-10,-43,3,9,-31,-27,12
Second Lockdown,2020-11-10,-42,5,6,-6,-26,8
Second Lockdown,2020-11-10,-41,7,-20,-48,-39,18
Second Lockdown,2020-11-10,-48,1,-12,-3,-32,12
Second Lockdown,2020-11-10,-49,8,7,-36,-32,14
Second Lockdown,2020-11-10,-58,-2,-47,-48,-45,19
Second Lockdown,2020-11-10,-44,-1,16,-22,-28,12
Second Lockdown,2020-11-10,-40,5,-10,-5,-28,11
Second Lockdown,2020-11-10,-41,9,13,-16,-24,10
Second Lockdown,2020-11-10,-45,2,0,-35,-29,9
Second Lockdown,2020-11-10,-49,3,-12,-37,-29,12
Second Lockdown,2020-11-10,-47,-2,-13,-40,-32,12
Second Lockdown,2020-11-10,-40,2,-9,-26,-27,10
Second Lockdown,2020-11-10,-42,5,-6,-25,-21,8
Second Lockdown,2020-11-10,-45,4,-4,-34,-35,15
Second Lockdown,2020-11-10,-51,1,-12,-40,-31,12
Second Lockdown,2020-11-10,-44,5,17,-20,-23,10
Second Lockdown,2020-11-10,-41,4,7,-24,-19,9
Second Lockdown,2020-11-10,-46,1,-9,-11,-28,10
Second Lockdown,2020-11-10,-45,4,-4,-14,-27,9
Second Lockdown,2020-11-10,-45,6,1,-6,-25,11
Second Lockdown,2020-11-10,-49,-9,-43,-10,-29,11
Second Lockdown,2020-11-10,-40,3,9,-20,-25,8
Second Lockdown,2020-11-10,-40,-4,0,-33,-26,10
Second Lockdown,2020-11-10,-47,3,-6,-32,-28,11
Second Lockdown,2020-11-10,-45,-1,-6,-19,-28,11
Second Lockdown,2020-11-10,-48,0,-11,-32,-25,10
Second Lockdown,2020-11-10,-45,3,1,-29,-30,13
Second Lockdown,2020-11-10,-39,6,9,-33,-32,14
Second Lockdown,2020-11-10,-47,3,-13,-37,-40,16
Second Lockdown,2020-11-10,-39,7,-1,-25,-27,9
Second Lockdown,2020-11-10,-42,3,8,-21,-25,10
Second Lockdown,2020-11-10,-49,-4,-1,-32,-30,13
Second Lockdown,2020-11-10,-39,-1,-12,-38,-28,11
Second Lockdown,2020-11-10,-47,-1,-3,-15,-29,12
Second Lockdown,2020-11-10,-38,17,29,-38,-19,7
Second Lockdown,2020-11-10,-41,-1,-15,-50,-40,17
Second Lockdown,2020-11-10,-41,2,15,-15,-28,9
Second Lockdown,2020-11-10,-50,7,-12,-34,-30,12
Second Lockdown,2020-11-10,-54,-7,-24,-50,-30,11
Second Lockdown,2020-11-10,-44,19,0,-37,-22,8
Second Lockdown,2020-11-10,-46,1,-3,-37,-32,13
Second Lockdown,2020-11-10,-54,-9,-38,-32,-33,15
Second Lockdown,2020-11-10,-44,6,9,-7,-27,10
Second Lockdown,2020-11-10,-45,1,-13,-23,-24,11
Second Lockdown,2020-11-10,-50,-3,-4,-36,-28,12
Second Lockdown,2020-11-10,-38,1,4,-14,-27,10
Second Lockdown,2020-11-10,-36,13,19,-12,-21,9
Second Lockdown,2020-11-10,-43,0,9,-28,-27,10
Second Lockdown,2020-11-10,-41,-1,1,-25,-30,10
Second Lockdown,2020-11-10,-59,-3,-32,-50,-53,23
Second Lockdown,2020-11-10,-45,2,9,-46,-31,10
Second Lockdown,2020-11-10,-48,2,-17,-35,-29,12
Second Lockdown,2020-11-10,-43,4,-4,-38,-30,12
Second Lockdown,2020-11-10,-44,0,-9,-44,-33,13
Second Lockdown,2020-11-10,-42,7,-2,-15,-25,9
Second Lockdown,2020-11-10,-46,1,-3,-22,-29,12
Second Lockdown,2020-11-10,-49,0,-15,-40,-33,13
Second Lockdown,2020-11-10,-49,-1,-16,-40,-39,17
Second Lockdown,2020-11-10,-42,-2,-21,-39,-34,14
Second Lockdown,2020-11-10,-45,11,6,-21,-24,10
Second Lockdown,2020-11-10,-46,2,-24,-19,-26,13
Second Lockdown,2020-11-10,-45,2,17,-37,-31,12
Second Lockdown,2020-11-10,-52,-1,-14,-45,-40,18
Second Lockdown,2020-11-10,-45,0,-7,-36,-31,12
Second Lockdown,2020-11-10,-41,4,0,-27,-27,11
Second Lockdown,2020-11-10,-65,-19,-60,-45,-33,14
Second Lockdown,2020-11-10,-45,7,-19,-15,-28,10
Second Lockdown,2020-11-10,-49,-1,2,-15,-25,10
Second Lockdown,2020-11-10,-43,2,2,-32,-27,11
Second Lockdown,2020-11-10,-49,5,-25,-51,-36,16
Second Lockdown,2020-11-10,-46,6,-14,-34,-30,13
Second Lockdown,2020-11-10,-43,-1,-3,-32,-29,11
Second Lockdown,2020-11-10,-48,-5,-28,-39,-29,11
Second Lockdown,2020-11-10,-39,9,5,-27,-30,10
Second Lockdown,2020-11-10,-50,-1,-6,-35,-32,13
Second Lockdown,2020-11-10,-43,-1,10,-36,-23,8
Second Lockdown,2020-11-10,-47,3,-32,-41,-43,19
Second Lockdown,2020-11-10,-44,-1,-25,-43,-29,11
Second Lockdown,2020-11-10,-46,5,9,-24,-28,11
Second Lockdown,2020-11-10,-77,-17,-60,-53,-56,23
Second Lockdown,2020-11-10,-46,3,-13,-48,-32,13
Second Lockdown,2020-11-10,-42,7,14,-5,-26,10
Second Lockdown,2020-11-10,-42,1,0,-36,-29,11
Second Lockdown,2020-11-10,-38,5,22,,-20,8
Second Lockdown,2020-11-10,-43,6,14,-11,-26,11
Second Lockdown,2020-11-10,-50,-2,-18,-39,-33,14
Second Lockdown,2020-11-10,-40,12,8,-31,-24,10
Second Lockdown,2020-11-10,-48,-3,-22,-45,-35,14
Second Lockdown,2020-11-10,-46,9,17,27,-28,8
Second Lockdown,2020-11-10,-44,2,-3,-38,-34,13
Second Lockdown,2020-11-10,-44,6,-6,-45,-27,12
Second Lockdown,2020-11-10,-40,3,14,-9,-22,10
Second Lockdown,2020-11-10,-45,4,-3,-32,-29,11
Second Lockdown,2020-11-10,-45,2,-4,-37,-31,12
Second Lockdown,2020-11-11,-77,-69,-28,-69,-86,33
Second Lockdown,2020-11-11,-78,-66,-23,-75,-80,29
Second Lockdown,2020-11-11,-78,-60,12,-58,-70,22
Second Lockdown,2020-11-11,-84,-65,-67,-79,-80,31
Second Lockdown,2020-11-11,-70,-47,-34,-73,-77,26
Second Lockdown,2020-11-11,-75,-67,14,-66,-78,26
Second Lockdown,2020-11-11,-72,-52,-13,-69,-80,28
Second Lockdown,2020-11-11,-72,-29,-12,-77,-87,37
Second Lockdown,2020-11-11,-72,-57,-26,-68,-82,28
Second Lockdown,2020-11-11,-73,-57,-11,-75,-81,30
Second Lockdown,2020-11-11,-74,-58,-15,-72,-82,31
Second Lockdown,2020-11-11,-76,-55,-40,-68,-70,29
Second Lockdown,2020-11-11,-76,-66,-13,-62,-78,26
Second Lockdown,2020-11-11,-81,-79,-40,-70,-70,27
Second Lockdown,2020-11-11,-74,-63,9,-65,-76,26
Second Lockdown,2020-11-11,-75,-61,-24,-73,-85,31
Second Lockdown,2020-11-11,-79,-58,-32,-75,-79,27
Second Lockdown,2020-11-11,-78,-50,-16,-69,-70,22
Second Lockdown,2020-11-11,-78,-56,-8,-62,-77,26
Second Lockdown,2020-11-11,-76,-59,-37,-74,-82,30
Second Lockdown,2020-11-11,-77,-60,-10,-67,-80,27
Second Lockdown,2020-11-11,-80,-68,-43,-67,-78,27
Second Lockdown,2020-11-11,-77,-58,-13,-67,-80,27
Second Lockdown,2020-11-11,-76,-64,-23,-67,-80,25
Second Lockdown,2020-11-11,-78,-62,-17,-66,-83,31
Second Lockdown,2020-11-11,-73,-53,-16,-70,-75,23
Second Lockdown,2020-11-11,-77,-63,-7,-59,-77,26
Second Lockdown,2020-11-11,-77,-66,-34,-64,-82,28
Second Lockdown,2020-11-11,-77,-67,-27,-67,-78,28
Second Lockdown,2020-11-11,-73,-58,-7,-58,-78,29
Second Lockdown,2020-11-11,-69,-46,-23,-61,-73,23
Second Lockdown,2020-11-11,-74,-46,-27,-75,-85,35
Second Lockdown,2020-11-11,-64,-25,-31,-70,-83,34
Second Lockdown,2020-11-11,-72,-58,-18,-76,-80,27
Second Lockdown,2020-11-11,-77,-67,-17,-77,-83,30
Second Lockdown,2020-11-11,-68,-44,-9,-70,-78,26
Second Lockdown,2020-11-11,-72,-59,-6,-48,-77,28
Second Lockdown,2020-11-11,-72,-55,-35,-73,-84,31
Second Lockdown,2020-11-11,-72,-50,-24,-75,-81,28
Second Lockdown,2020-11-11,-70,-47,-1,-72,-77,26
Second Lockdown,2020-11-11,-72,-59,3,-70,-79,26
Second Lockdown,2020-11-11,-76,-61,-30,-77,-82,29
Second Lockdown,2020-11-11,-80,-67,-14,-74,-79,27
Second Lockdown,2020-11-11,-78,-67,-9,-31,-79,25
Second Lockdown,2020-11-11,-75,-45,-27,-70,-70,23
Second Lockdown,2020-11-11,-76,-70,-21,-74,-85,32
Second Lockdown,2020-11-11,-74,-52,-24,-72,-81,30
Second Lockdown,2020-11-11,-80,-72,-33,-76,-78,29
Second Lockdown,2020-11-11,-75,-59,-13,-80,-83,30
Second Lockdown,2020-11-11,-81,-75,-22,-79,-84,31
Second Lockdown,2020-11-11,-76,-63,-25,-73,-83,30
Second Lockdown,2020-11-11,-68,-49,-21,-71,-82,31
Second Lockdown,2020-11-11,-74,-57,-33,-66,-81,28
Second Lockdown,2020-11-11,-74,-55,-21,-69,-78,31
Second Lockdown,2020-11-11,-73,-57,-13,-68,-80,29
Second Lockdown,2020-11-11,-86,-83,-42,-79,-83,33
Second Lockdown,2020-11-11,-75,-69,-18,-75,-87,34
Second Lockdown,2020-11-11,-83,-81,-32,-78,-76,29
Second Lockdown,2020-11-11,-61,-32,-31,-74,-83,34
Second Lockdown,2020-11-11,-78,-69,-31,-74,-83,30
Second Lockdown,2020-11-11,-73,-67,-33,-70,-83,29
Second Lockdown,2020-11-11,-71,-32,-45,-73,-84,34
Second Lockdown,2020-11-11,-75,-59,-34,-79,-83,29
Second Lockdown,2020-11-11,-79,-62,-34,-67,-72,28
Second Lockdown,2020-11-11,-77,-67,-21,-73,-84,30
Second Lockdown,2020-11-11,-76,-57,-21,-69,-81,28
Second Lockdown,2020-11-11,-77,-70,-14,-72,-77,27
Second Lockdown,2020-11-11,-74,-51,-11,-71,-84,32
Second Lockdown,2020-11-11,-78,-62,-26,-69,-79,28
Second Lockdown,2020-11-11,-68,-33,-13,-61,-73,26
Second Lockdown,2020-11-11,-76,-63,-12,-55,-81,27
Second Lockdown,2020-11-11,-75,-58,-51,-78,-82,29
Second Lockdown,2020-11-11,-72,-42,-28,-71,-69,24
Second Lockdown,2020-11-11,-80,-60,-41,-78,-76,24
Second Lockdown,2020-11-11,-73,-62,-10,-66,-82,29
Second Lockdown,2020-11-11,-59,-34,-28,-73,-82,32
Second Lockdown,2020-11-11,-84,-37,-59,-76,-86,36
Second Lockdown,2020-11-11,-78,-66,-7,-67,-77,24
Second Lockdown,2020-11-11,-72,-56,-24,-64,-75,24
Second Lockdown,2020-11-11,-81,-60,-31,-61,-75,28
Second Lockdown,2020-11-11,-74,-54,0,-69,-79,28
Second Lockdown,2020-11-11,-75,-54,-26,-72,-81,31
Second Lockdown,2020-11-11,-75,-63,2,-57,-79,28
Second Lockdown,2020-11-11,-75,-64,-26,-71,-81,29
Second Lockdown,2020-11-11,-75,-58,-17,-72,-78,27
Second Lockdown,2020-11-11,-72,-51,-26,-65,-78,27
Second Lockdown,2020-11-11,-81,-69,-5,-68,-85,32
Second Lockdown,2020-11-11,-66,-39,2,-66,-79,28
Second Lockdown,2020-11-11,-79,-67,-18,-73,-82,27
Second Lockdown,2020-11-11,-80,-71,-18,-78,-86,34
Second Lockdown,2020-11-11,-73,-57,-20,-61,-78,26
Second Lockdown,2020-11-11,-77,-71,-24,-71,-82,30
Second Lockdown,2020-11-11,-71,-47,-25,-77,-82,29
Second Lockdown,2020-11-11,-66,-43,-11,-66,-75,25
Second Lockdown,2020-11-11,-78,-60,-37,-73,-83,31
Second Lockdown,2020-11-11,-63,-34,-38,-81,-86,35
Second Lockdown,2020-11-11,-74,-53,-30,-79,-83,31
Second Lockdown,2020-11-11,-68,-34,-41,-79,-83,33
Second Lockdown,2020-11-11,-75,-51,-14,-72,-85,35
Second Lockdown,2020-11-11,-71,-46,-28,-81,-82,30
Second Lockdown,2020-11-11,-67,-40,-14,-65,-76,26
Second Lockdown,2020-11-11,-76,-62,-19,-71,-81,29
Second Lockdown,2020-11-11,-75,-60,-9,-65,-77,25
Second Lockdown,2020-11-11,-77,-69,-28,-72,-81,28
Second Lockdown,2020-11-11,-74,-58,-19,-73,-76,28
Second Lockdown,2020-11-11,-74,-59,-26,-72,-83,30
Second Lockdown,2020-11-11,-78,-68,-40,-73,-82,29
Second Lockdown,2020-11-11,-79,-66,-40,-65,-79,27
Second Lockdown,2020-11-11,-61,-23,-11,-61,-78,30
Second Lockdown,2020-11-11,-79,-66,-3,-78,-81,29
Second Lockdown,2020-11-12,-46,2,14,-17,-21,11
Second Lockdown,2020-11-12,-49,-1,-34,-47,-42,21
Second Lockdown,2020-11-12,-52,-3,-12,-30,-26,12
Second Lockdown,2020-11-12,-51,-5,-14,-21,-29,14
Second Lockdown,2020-11-12,-51,0,-24,-8,-26,11
Second Lockdown,2020-11-12,-53,-4,-15,-14,-26,11
Second Lockdown,2020-11-12,-48,-6,-4,-28,-26,12
Second Lockdown,2020-11-12,-54,-4,-25,-39,-30,14
Second Lockdown,2020-11-12,-54,-1,-31,-41,-29,14
Second Lockdown,2020-11-12,-45,-6,-14,-39,-23,9
Second Lockdown,2020-11-12,-50,0,-3,-25,-21,11
Second Lockdown,2020-11-12,-47,3,-18,-10,-26,12
Second Lockdown,2020-11-12,-53,-3,-15,-8,-30,13
Second Lockdown,2020-11-12,-55,-4,-27,-43,-32,15
Second Lockdown,2020-11-12,-78,-19,-53,-54,-54,24
Second Lockdown,2020-11-12,-51,0,-17,-41,-42,19
Second Lockdown,2020-11-12,-46,3,-6,-35,-26,13
Second Lockdown,2020-11-12,-43,11,11,-17,-20,11
Second Lockdown,2020-11-12,-45,7,-2,-32,-23,10
Second Lockdown,2020-11-12,-50,0,-6,-36,-27,12
Second Lockdown,2020-11-12,-50,2,7,-34,-37,15
Second Lockdown,2020-11-12,-45,4,1,-22,-23,9
Second Lockdown,2020-11-12,-40,6,4,-23,-24,12
Second Lockdown,2020-11-12,-47,0,-6,-34,-25,11
Second Lockdown,2020-11-12,-68,-19,-65,-58,-32,15
Second Lockdown,2020-11-12,-56,-6,-29,-31,-32,15
Second Lockdown,2020-11-12,-49,-2,-9,-35,-28,12
Second Lockdown,2020-11-12,-44,11,24,-38,-16,9
Second Lockdown,2020-11-12,-50,0,-15,-38,-29,13
Second Lockdown,2020-11-12,-48,13,1,-49,-20,9
Second Lockdown,2020-11-12,-48,-3,5,-19,-26,10
Second Lockdown,2020-11-12,-48,2,-22,-23,-22,11
Second Lockdown,2020-11-12,-48,-4,-31,-45,-29,13
Second Lockdown,2020-11-12,-50,-6,-1,-19,-25,12
Second Lockdown,2020-11-12,-53,-8,-12,-32,-31,13
Second Lockdown,2020-11-12,-53,-3,1,-23,-28,13
Second Lockdown,2020-11-12,-45,2,3,-7,-22,12
Second Lockdown,2020-11-12,-56,-1,-43,-44,-31,15
Second Lockdown,2020-11-12,-46,-2,-2,-25,-19,10
Second Lockdown,2020-11-12,-49,-2,-18,-45,-31,14
Second Lockdown,2020-11-12,-50,1,-7,-48,-29,10
Second Lockdown,2020-11-12,-56,-6,-29,-49,-38,18
Second Lockdown,2020-11-12,-46,-2,-11,-51,-38,17
Second Lockdown,2020-11-12,-51,-1,-5,-33,-29,14
Second Lockdown,2020-11-12,-59,-17,-44,-57,-29,12
Second Lockdown,2020-11-12,-45,4,-4,-37,-27,12
Second Lockdown,2020-11-12,-48,8,7,35,-27,10
Second Lockdown,2020-11-12,-50,1,-12,-35,-25,10
Second Lockdown,2020-11-12,-47,-2,-9,-32,-27,13
Second Lockdown,2020-11-12,-44,5,-17,-19,-24,11
Second Lockdown,2020-11-12,-48,2,4,-22,-25,12
Second Lockdown,2020-11-12,-49,-3,-24,-42,-31,14
Second Lockdown,2020-11-12,-49,-5,-20,-28,-27,11
Second Lockdown,2020-11-12,-50,-1,-13,-39,-29,12
Second Lockdown,2020-11-12,-48,1,9,-18,-21,10
Second Lockdown,2020-11-12,-47,2,16,-36,-29,12
Second Lockdown,2020-11-12,-53,6,-16,-36,-27,12
Second Lockdown,2020-11-12,-43,0,2,-23,-23,11
Second Lockdown,2020-11-12,-47,3,-7,-23,-29,12
Second Lockdown,2020-11-12,-54,-3,-19,-41,-32,14
Second Lockdown,2020-11-12,-48,-3,-28,-42,-32,15
Second Lockdown,2020-11-12,-52,-1,-11,-40,-34,17
Second Lockdown,2020-11-12,-46,5,-3,-19,-26,10
Second Lockdown,2020-11-12,-52,-1,-7,-33,-28,12
Second Lockdown,2020-11-12,-42,4,14,,-18,9
Second Lockdown,2020-11-12,-50,-2,-23,-40,-29,13
Second Lockdown,2020-11-12,-53,-1,-21,-39,-28,12
Second Lockdown,2020-11-12,-53,1,-18,-51,-35,16
Second Lockdown,2020-11-12,-48,-5,-15,-39,-22,9
Second Lockdown,2020-11-12,-51,-2,-6,-48,-29,13
Second Lockdown,2020-11-12,-59,-7,-36,-48,-43,19
Second Lockdown,2020-11-12,-52,-2,-40,-26,-27,14
Second Lockdown,2020-11-12,-44,4,-4,-31,-31,15
Second Lockdown,2020-11-12,-55,1,3,-40,-30,15
Second Lockdown,2020-11-12,-51,2,7,-30,-27,12
Second Lockdown,2020-11-12,-48,1,-18,-32,-26,12
Second Lockdown,2020-11-12,-47,-1,-22,-21,-20,10
Second Lockdown,2020-11-12,-49,0,-27,-50,-26,13
Second Lockdown,2020-11-12,-53,-2,-35,-15,-27,11
Second Lockdown,2020-11-12,-60,-5,-9,-49,-51,24
Second Lockdown,2020-11-12,-45,1,2,-22,-24,11
Second Lockdown,2020-11-12,-49,4,-15,-16,-28,12
Second Lockdown,2020-11-12,-55,-2,-29,-44,-37,18
Second Lockdown,2020-11-12,-54,-2,-21,-18,-25,13
Second Lockdown,2020-11-12,-46,4,0,-41,-30,13
Second Lockdown,2020-11-12,-53,-7,-28,-47,-33,14
Second Lockdown,2020-11-12,-55,-3,-27,-42,-33,16
Second Lockdown,2020-11-12,-57,-7,-41,-4,-27,12
Second Lockdown,2020-11-12,-52,-6,-20,-42,-30,13
Second Lockdown,2020-11-12,-51,-8,-34,-40,-29,12
Second Lockdown,2020-11-12,-46,2,2,-11,-25,12
Second Lockdown,2020-11-12,-43,10,5,-25,-21,11
Second Lockdown,2020-11-12,-52,0,-18,-36,-28,12
Second Lockdown,2020-11-12,-46,2,-9,-48,-37,18
Second Lockdown,2020-11-12,-44,5,6,-34,-22,11
Second Lockdown,2020-11-12,-47,-5,-7,-34,-25,11
Second Lockdown,2020-11-12,-52,0,-24,-35,-28,13
Second Lockdown,2020-11-12,-51,-5,-5,-31,-23,10
Second Lockdown,2020-11-12,-48,1,1,-37,-27,11
Second Lockdown,2020-11-12,-44,-7,-11,-40,-23,10
Second Lockdown,2020-11-12,-50,-3,5,-33,-27,11
Second Lockdown,2020-11-12,-48,7,8,-10,-25,11
Second Lockdown,2020-11-12,-56,-8,-9,-41,-26,13
Second Lockdown,2020-11-12,-56,-9,-40,-36,-33,16
Second Lockdown,2020-11-12,-49,1,6,-19,-26,11
Second Lockdown,2020-11-12,-51,-3,-2,-38,-31,14
Second Lockdown,2020-11-12,-46,-3,-20,-36,-25,11
Second Lockdown,2020-11-12,-44,3,-15,-31,-26,12
Second Lockdown,2020-11-12,-53,1,-12,-37,-28,12
Second Lockdown,2020-11-12,-52,-3,-19,-25,-27,13
Second Lockdown,2020-11-13,-52,-13,-6,-35,-28,17
Second Lockdown,2020-11-13,-47,-6,-13,-29,-26,15
Second Lockdown,2020-11-13,-49,-6,-2,-41,-28,16
Second Lockdown,2020-11-13,-48,1,-17,-27,-21,14
Second Lockdown,2020-11-13,-51,-6,-12,-43,-25,15
Second Lockdown,2020-11-13,-46,-3,3,-32,-20,13
Second Lockdown,2020-11-13,-61,-7,-52,-49,-42,22
Second Lockdown,2020-11-13,-51,-14,-5,-47,-26,15
Second Lockdown,2020-11-13,-55,-3,-33,-49,-34,19
Second Lockdown,2020-11-13,-49,-3,-13,-44,-27,14
Second Lockdown,2020-11-13,-44,-5,8,4,-18,12
Second Lockdown,2020-11-13,-48,-8,-25,-46,-31,18
Second Lockdown,2020-11-13,-50,-6,-13,-31,-24,15
Second Lockdown,2020-11-13,-55,-7,-31,-46,-28,16
Second Lockdown,2020-11-13,-53,-9,-6,-47,-27,13
Second Lockdown,2020-11-13,-50,-8,-8,-34,-21,13
Second Lockdown,2020-11-13,-48,-8,-29,-51,-37,19
Second Lockdown,2020-11-13,-49,-9,-12,-39,-27,16
Second Lockdown,2020-11-13,-50,-7,-20,-31,-25,15
Second Lockdown,2020-11-13,-50,-3,-24,-56,-28,13
Second Lockdown,2020-11-13,-55,-4,-22,-35,-28,15
Second Lockdown,2020-11-13,-54,-8,-23,-25,-25,16
Second Lockdown,2020-11-13,-52,-6,-23,-32,-27,16
Second Lockdown,2020-11-13,-48,-3,-39,-6,-25,14
Second Lockdown,2020-11-13,-55,-10,-27,-42,-28,15
Second Lockdown,2020-11-13,-78,-20,-65,-56,-53,26
Second Lockdown,2020-11-13,-53,-7,-39,-23,-28,15
Second Lockdown,2020-11-13,-49,-9,-4,-40,-29,14
Second Lockdown,2020-11-13,-50,-6,-22,-40,-31,16
Second Lockdown,2020-11-13,-52,-9,-16,-50,-29,17
Second Lockdown,2020-11-13,-55,-11,-32,-44,-35,20
Second Lockdown,2020-11-13,-54,-9,-15,-35,-19,16
Second Lockdown,2020-11-13,-46,-5,-16,-46,-24,16
Second Lockdown,2020-11-13,-45,-5,-10,-42,-22,11
Second Lockdown,2020-11-13,-56,-7,-19,-50,-31,16
Second Lockdown,2020-11-13,-53,-11,-16,-37,-30,16
Second Lockdown,2020-11-13,-49,-7,-19,-45,-29,17
Second Lockdown,2020-11-13,-52,-7,3,-41,-26,15
Second Lockdown,2020-11-13,-54,-8,-32,-43,-29,17
Second Lockdown,2020-11-13,-49,-8,-11,-39,-28,17
Second Lockdown,2020-11-13,-58,-13,-33,-41,-32,18
Second Lockdown,2020-11-13,-49,-5,-14,-44,-23,11
Second Lockdown,2020-11-13,-55,-10,-33,-45,-33,18
Second Lockdown,2020-11-13,-58,-14,-57,-4,-27,15
